CIF_NO,CUSTOMERNAME,DOB,GENDER,PAN_NO,MOBILE,CITY,STATE,OCCUPATIONTYPE,MONTHLY_INCOME,CREDIT_SCORE,CUSTOMER_SINCE_DATE
701388,Vikram Murugan,2001-03-28,M,MIQSO2997O,6087996837,Mumbai,Maharashtra,Business,166505.25,812,2016-09-06
701389,Rakesh Dutta,1961-11-08,M,GWYTW1709F,6562730481,Surat,Gujarat,Business,190460.85,537,2022-06-16
701390,Yogesh Joshi,2005-03-22,M,DWOZV1966V,8100731776,Mumbai,Maharashtra,Retired,45098.62,689,2022-03-21
701391,Praveen Iyer,1990-09-20,M,UUVJZ9326W,8529462695,Pune,Maharashtra,Farmer,59279.58,585,2011-11-10
701392,Indira Iyer,1996-07-28,F,DUGZT5230Z,9126719778,Kochi,Kerala,Business,48911.52,702,2010-08-06
701393,Manoj Shah,2004-11-24,M,TWHKF8676G,9808796956,Kolkata,West Bengal,Business,182110.84,740,2019-04-04
701394,Ramesh Gupta,1996-01-19,M,WAHCC3294C,6024091845,Bengaluru,Karnataka,Government Employee,116630.98,514,2013-03-20
701395,Sivakumar Balasubramanian,1995-03-31,M,OJCHA2904N,9384369166,Pune,Maharashtra,Business,203741.12,649,2014-03-05
701396,Rakesh Elumalai,1977-07-27,M,IEBHT5337M,8229664514,Surat,Gujarat,Salaried,114047.03,503,2013-05-19
701397,Hema Jadhav,1995-03-04,F,OYXAZ5459B,6112840261,Kolkata,West Bengal,Business,36885.29,-1,2023-09-11
701398,Vinod Chowdhury,1998-06-04,M,YSJBD9356A,8000010554,Mumbai,Maharashtra,Self Employed,56843.06,803,2010-04-22
701399,Uma Das,1963-11-15,F,BRZBF5141I,8987684179,Patna,Bihar,Self Employed,37530.1,627,2025-06-02
701400,Usha Nair,2000-02-07,F,KVFZY5732N,7785761085,Chennai,Tamil Nadu,Salaried,21283.71,520,2017-08-11
701401,Sunitha Chauhan,1981-11-28,F,DLWFH7705H,8490757094,Mumbai,Maharashtra,Self Employed,29247.23,603,2019-07-26
701402,Neha Nair,1982-06-14,F,ZZPCZ1335V,8351065092,Mumbai,Maharashtra,Self Employed,20371.28,794,2023-07-08
701403,Ilango Rao,1960-11-17,M,XGPVY8166S,7706339839,Pune,Maharashtra,Farmer,35970.61,811,2018-05-11
701404,Latha Ghosh,1964-12-28,F,FGWKY5290P,9649607860,Bengaluru,Karnataka,Business,49058.3,790,2019-01-28
701405,Lavanya Mehta,1990-07-29,F,RFCXQ2283U,8885127185,Ranchi,Jharkhand,Farmer,16894.15,595,2011-02-11
701406,Vinod Das,1966-10-26,M,QXESC8234B,9960471138,Patna,Bihar,Farmer,50051.5,655,2010-06-23
701407,Dinesh Pandey,2000-11-16,M,FQBBV6478G,7206691435,Mumbai,Maharashtra,Retired,76863.82,825,2023-10-31
701408,Sowmya Jadhav,1984-01-27,F,AHWER2022V,7191244875,Madurai,Tamil Nadu,Self Employed,211599.61,600,2016-01-17
701409,Pooja Naidu,1974-01-07,F,WPFAC6069F,9018694249,Ahmedabad,Gujarat,Farmer,46220.97,638,2013-01-21
701410,Malathi Dutta,1995-08-24,F,POSFG5254R,7104630083,Chandigarh,Chandigarh,Salaried,57797.19,579,2012-02-05
701411,Usha Gupta,1991-01-20,F,HCYIH4359P,9677684659,Delhi,Delhi,Business,316904.49,559,2023-08-10
701412,Madhavi Desai,1973-06-21,F,ZPEPK6212J,8575137397,Patna,Bihar,Salaried,119048.93,-1,2014-06-23
701413,Nithya Roy,1991-01-24,F,VTLXX9702A,9159757030,Chennai,Tamil Nadu,Salaried,59676.37,784,2015-11-22
701414,Praveen Chowdhury,1982-03-06,M,YNTLV0994P,8688675517,Kochi,Kerala,Business,219502.67,729,2015-08-17
701415,Neha Chauhan,2002-03-31,F,FTLES0468Z,6109673279,Bhubaneswar,Odisha,Salaried,53683.28,712,2019-05-19
701416,Amit Rajendran,2003-03-30,M,UCZTU6198N,9035731966,Mumbai,Maharashtra,Farmer,19726.63,725,2011-07-17
701417,Indira Tiwari,1992-02-21,F,ZWSIZ8999Z,7869509597,Madurai,Tamil Nadu,Government Employee,73911.56,767,2019-09-14
701418,Vikram Verma,2003-07-12,M,JJSWU9811V,9768966749,Bengaluru,Karnataka,Self Employed,94459.3,813,2021-03-12
701419,Arjun Nair,1985-04-20,M,WMAQZ2575A,8400124355,Mumbai,Maharashtra,Self Employed,241891.44,669,2022-07-01
701420,Vidya Reddy,1969-12-29,F,ZZMDI9986W,7577805690,Nashik,Maharashtra,Farmer,54262.13,637,2020-07-02
701421,Divya Murugan,1992-04-24,F,GFQPE8323K,6139229052,Delhi,Delhi,Salaried,91893.78,572,2019-07-08
701422,Rajesh Mukherjee,1983-01-31,M,ACZGZ9526T,9324934254,Bhubaneswar,Odisha,Professional,210420.8,772,2020-05-25
701423,Aishwarya Bose,1987-07-06,F,NPHWS2813F,6097883998,Bhubaneswar,Odisha,Salaried,155139.85,-1,2017-04-15
701424,Padma Joshi,1995-12-06,F,XBMVG4352X,9870046134,Nashik,Maharashtra,Government Employee,145933.19,621,2024-05-20
701425,Dilip Yadav,1966-09-30,M,NWFFG9345D,6044125349,Chandigarh,Chandigarh,Farmer,43760.98,528,2016-07-27
701426,Sangeetha Sen,1959-12-24,F,QLSCH0681S,8188555387,Ranchi,Jharkhand,Farmer,16317.45,644,2018-08-02
701427,Sanjay Menon,1992-12-10,M,TKWGF5810E,8023879843,Delhi,Delhi,Self Employed,31874.02,672,2015-08-18
701428,Anitha Iyengar,1982-03-15,F,BUCST0286V,6298434046,Chennai,Tamil Nadu,Salaried,57323.6,749,2013-01-15
701429,Dilip Mukherjee,1988-03-07,M,QXKNW6726A,8148827592,Delhi,Delhi,Salaried,120373.8,765,2019-08-29
701430,Vinod Verma,1959-04-21,M,TSCZT9647A,7482824081,Patna,Bihar,Government Employee,77912.63,600,2012-09-16
701431,Prakash Nambiar,1958-10-13,M,ZPQLC4401P,8149947291,Kolkata,West Bengal,Business,450597.44,593,2010-11-25
701432,Radha Rao,1969-01-14,F,GKYLY1106L,6853286822,Bengaluru,Karnataka,Salaried,42108.44,638,2016-04-29
701433,Sunil Deshmukh,1963-06-22,M,JATWH3150P,7521230121,Lucknow,Uttar Pradesh,Farmer,51253.37,554,2018-02-02
701434,Sathish Krishnan,1987-11-28,M,LGGYZ5349F,8135307676,Chennai,Tamil Nadu,Salaried,155957.19,659,2011-02-18
701435,Nitin Thakur,2000-01-01,M,EMZVW3014M,6033680145,Mumbai,Maharashtra,Farmer,24208.34,713,2015-04-02
701436,Arun Subramaniam,1973-06-23,M,HPRCT5932J,6432111364,Nashik,Maharashtra,Farmer,10295.68,674,2014-05-07
701437,Yogesh Iyengar,1979-03-04,M,RWATY7350P,8085682456,Bhubaneswar,Odisha,Self Employed,291665.33,516,2015-04-04
701438,Vinod Pandey,1956-07-30,M,TKPQL3141U,9310444659,Mumbai,Maharashtra,Business,482398.63,556,2016-03-28
701439,Sanjay Singh,1963-12-04,M,AYBJI7250C,7792934114,Jaipur,Rajasthan,Salaried,157740.25,792,2024-06-16
701440,Hari Rajendran,1982-11-08,M,BWSOT1507V,8889192681,Kochi,Kerala,Government Employee,50520.63,573,2018-10-28
701441,Deepa Naidu,2001-04-25,F,KSLZZ9457T,6018243824,Coimbatore,Tamil Nadu,Salaried,51657.64,740,2023-03-05
701442,Shanthi Bose,1967-10-04,F,ODKOB2243T,8746755129,Coimbatore,Tamil Nadu,Government Employee,131854.98,730,2018-09-07
701443,Pankaj Deshmukh,1996-04-20,M,SJTXL8459P,7044676043,Coimbatore,Tamil Nadu,Farmer,45787.09,639,2020-12-30
701444,Manoj Banerjee,1982-12-13,M,YLAYY4694G,9543408603,Ranchi,Jharkhand,Salaried,54019.07,575,2012-04-12
701445,Gokul Rajendran,1998-08-06,M,HYXQZ7321I,6210851769,Ranchi,Jharkhand,Salaried,62912.67,689,2012-08-19
701446,Lakshmi Rao,1994-10-13,F,FBFMT6561N,9687657090,Bengaluru,Karnataka,Self Employed,242836.6,585,2017-02-25
701447,Devi Pillai,1988-03-11,F,IJPXV8983F,7863201338,Chandigarh,Chandigarh,Business,126555.35,653,2012-08-15
701448,Vivek Das,1977-12-04,M,XNZXD8268J,9928165628,Nashik,Maharashtra,Self Employed,101061.22,680,2023-06-05
701449,Rahul Kulkarni,2001-06-19,M,QSTST8390K,6365792393,Patna,Bihar,Business,317276.28,601,2013-01-02
701450,Aishwarya Balasubramanian,1982-06-02,F,SAJUH6300N,8276776179,Hyderabad,Telangana,Government Employee,128414.01,648,2016-10-08
701451,Saranya Kulkarni,1982-02-04,F,RGHZL2139R,6910757572,Ahmedabad,Gujarat,Farmer,37096.38,640,2014-05-09
701452,Suresh Krishnan,1980-06-01,M,UNGYW3230D,9514847249,Patna,Bihar,Farmer,59265.71,552,2018-07-29
701453,Ganesh Das,1975-05-26,M,PQNAT5412T,9282179823,Jaipur,Rajasthan,Self Employed,220673.61,651,2023-01-07
701454,Vidya Joshi,1990-07-26,F,WVACK8928L,7251048553,Bhubaneswar,Odisha,Retired,19852.48,609,2011-05-25
701455,Karthik Sen,1966-04-08,M,NWSHR1020H,9130575077,Delhi,Delhi,Salaried,120071.49,496,2016-08-15
701456,Shanthi Mishra,1990-05-11,F,DFJQJ1708M,9174409065,Delhi,Delhi,Self Employed,155682.63,637,2018-02-03
701457,Sunil Reddy,1976-05-30,M,BHNKU6129U,6780476462,Ahmedabad,Gujarat,Government Employee,58075.33,643,2021-06-21
701458,Priya Raman,1993-03-05,F,PZPXK4716R,9084099200,Kolkata,West Bengal,Salaried,54028.74,612,2018-06-24
701459,Arjun Das,1991-07-02,M,KICQJ0754A,8177873923,Bengaluru,Karnataka,Salaried,172776.46,474,2012-07-12
701460,Sangeetha Gupta,1958-04-17,F,LWKFX4549L,7068961136,Mumbai,Maharashtra,Salaried,165256.58,743,2012-06-24
701461,Jagan Iyengar,1991-04-27,M,OWWBG1055C,7344037716,Kanpur,Uttar Pradesh,Government Employee,119773.49,734,2018-12-26
701462,Harish Bhat,1974-01-19,M,MWXMY6465C,8110676343,Jaipur,Rajasthan,Self Employed,241976.24,731,2017-04-20
701463,Rakesh Desai,1980-07-05,M,IEKGX6506M,8462424953,Kolkata,West Bengal,Self Employed,118958.08,700,2021-01-09
701464,Swathi Pandey,2002-01-03,F,MLTTO2410L,7656112652,Mumbai,Maharashtra,Self Employed,46622.88,550,2010-04-20
701465,Rohit Banerjee,1998-12-16,M,KJCDC6597A,9928717859,Kochi,Kerala,Salaried,111252.65,681,2018-08-18
701466,Balaji Banerjee,1996-11-04,M,AWORX6713X,9794623754,Hyderabad,Telangana,Self Employed,17586.46,581,2025-06-30
701467,Suresh Naidu,1966-10-06,M,MKDKK6699E,7736587366,Bhubaneswar,Odisha,Salaried,149289.66,877,2020-08-20
701468,Meena Thakur,1971-10-28,F,OIIHG0428V,8526192778,Delhi,Delhi,Business,26665.39,620,2014-04-12
701469,Sneha Elumalai,1990-03-31,F,NHUQN8656Y,9982532993,Nashik,Maharashtra,Salaried,118400.73,733,2013-02-11
701470,Vivek Nair,1976-12-27,M,VDXTV4808F,7583320929,Delhi,Delhi,Salaried,81409.74,522,2020-03-04
701471,Sandeep Murugan,2002-12-07,M,KXVMH7130E,6937714879,Ranchi,Jharkhand,Salaried,107464.29,557,2011-04-05
701472,Priya Kulkarni,1990-05-02,F,WGINV6577I,9116917683,Chandigarh,Chandigarh,Business,47543.3,619,2010-07-18
701473,Devi Menon,1957-12-06,F,VNKEI2413J,9677559949,Coimbatore,Tamil Nadu,Salaried,167668.89,736,2015-10-22
701474,Radha Iyer,1997-04-13,F,MGLXJ7627U,9363773242,Lucknow,Uttar Pradesh,Salaried,85038.99,722,2024-11-18
701475,Usha Bhat,1976-08-05,F,GXVXB6127M,8675715564,Madurai,Tamil Nadu,Business,366245.43,-1,2015-03-03
701476,Arun Desai,1990-03-17,M,UHQGG3669A,9885778989,Kolkata,West Bengal,Salaried,67518.31,697,2025-02-09
701477,Mani Reddy,1991-11-06,M,YMOEE5236F,7845781692,Chennai,Tamil Nadu,Business,157933.87,493,2023-04-16
701478,Radha Das,1975-11-01,F,GIYVE2822P,9584653592,Chandigarh,Chandigarh,Self Employed,212522.88,777,2010-03-23
701479,Lakshmi Chauhan,1962-04-12,F,BFFOU8843E,6777556883,Pune,Maharashtra,Business,354016.15,582,2019-11-08
701480,Aishwarya Nair,1999-05-25,F,KYOTJ4499K,8186020487,Delhi,Delhi,Salaried,172011.46,823,2021-10-06
701481,Meena Raman,1958-04-08,F,CKHJZ3245M,9780525252,Delhi,Delhi,Salaried,148769.73,847,2018-09-02
701482,Vinod Saha,1996-04-17,M,HTZAS9270Y,7983561606,Chennai,Tamil Nadu,Salaried,95700.36,748,2015-07-18
701483,Ganesh Mukherjee,1960-11-22,M,EUUZQ5589W,8277949196,Delhi,Delhi,Self Employed,88353.61,763,2010-02-03
701484,Swathi Murugan,1973-09-17,F,ZWSXG5556S,6993031936,Kanpur,Uttar Pradesh,Salaried,174828.45,-1,2025-04-04
701485,Anand Chelladurai,1993-11-18,M,IYWLP6290P,6978141418,Nashik,Maharashtra,Professional,171548.81,550,2021-12-30
701486,Madhavi Das,1961-09-15,F,JVGQC2388C,8559819829,Bengaluru,Karnataka,Salaried,105786.01,900,2019-03-05
701487,Deepa Kulkarni,1969-11-05,F,ICFZF4034K,7295650860,Chennai,Tamil Nadu,Salaried,26823.85,-1,2012-05-27
701488,Kumar Verma,1968-09-03,M,ZXJEE3302P,8051059563,Bengaluru,Karnataka,Salaried,110540.12,690,2010-02-09
701489,Uma Bhat,2000-11-21,F,CWSQI1622R,7456888635,Kolkata,West Bengal,Salaried,172370.76,764,2025-03-10
701490,Senthil Iyer,2005-02-03,M,XIFAB2644X,8378189117,Pune,Maharashtra,Professional,116355.28,588,2015-10-24
701491,Devi Iyengar,1999-12-11,F,YZUYM7831O,9755736447,Chennai,Tamil Nadu,Business,327047.01,663,2011-04-17
701492,Vijay Elumalai,1967-07-10,M,DLOOY3081H,9772463124,Ahmedabad,Gujarat,Salaried,73548.61,557,2015-08-28
701493,Deepak Verma,1985-05-11,M,VHGNV1159Y,8942963207,Mumbai,Maharashtra,Government Employee,116587.51,-1,2021-04-11
701494,Revathi Ghosh,1979-02-05,F,AQSPE3478K,8706454688,Coimbatore,Tamil Nadu,Salaried,50243.59,647,2016-10-27
701495,Swathi Singh,1966-05-30,F,HGKSI7114X,9292261276,Coimbatore,Tamil Nadu,Government Employee,54719.66,671,2012-08-27
701496,Abhishek Rana,1976-12-30,M,BHAAM3394W,9115228501,Madurai,Tamil Nadu,Salaried,76056.33,694,2013-08-12
701497,Vijay Mukherjee,1972-06-01,M,EHXIC3055Y,7330881678,Bhubaneswar,Odisha,Salaried,37796.61,802,2023-11-02
701498,Mahesh Mishra,1979-09-06,M,MMSJM7698R,8257443527,Kolkata,West Bengal,Self Employed,159931.94,715,2021-11-05
701499,Neha Desai,1971-04-06,F,VOAEI2964Z,6812861876,Chennai,Tamil Nadu,Business,231612.08,693,2016-10-23
701500,Swathi Subramaniam,1984-11-15,F,KUVLY5033K,6264907210,Kochi,Kerala,Salaried,173419.84,673,2014-02-04
701501,Mahesh Venkatesan,1959-09-12,M,ELKAR2230R,8042358098,Nashik,Maharashtra,Professional,390569.04,860,2011-09-01
701502,Padma Iyer,1982-07-27,F,ROCYX4158T,9188787839,Chennai,Tamil Nadu,Salaried,151415.73,614,2016-02-25
701503,Abhishek Rana,2001-06-14,M,BOCNY9540V,9627170152,Surat,Gujarat,Government Employee,125843.84,782,2016-04-01
701504,Vani Dutta,1978-11-27,F,NVAKH1044R,7376966956,Coimbatore,Tamil Nadu,Business,295446.46,483,2019-08-13
701505,Shanthi Elumalai,1957-01-21,F,QNVTG9829F,8284283113,Patna,Bihar,Business,499391.46,586,2021-07-21
701506,Ganesh Deshmukh,1963-07-21,M,KVXPL9626I,9912036915,Bengaluru,Karnataka,Self Employed,255570.06,708,2013-05-29
701507,Shankar Mishra,1963-09-20,M,PERAS3028G,8025830867,Ranchi,Jharkhand,Salaried,175657.81,654,2016-09-14
701508,Bharath Menon,1960-06-24,M,YIBVG4046I,6010266959,Madurai,Tamil Nadu,Salaried,42227.75,900,2025-02-09
701509,Yamuna Elumalai,1991-09-27,F,ERRFL0139T,7198624551,Bengaluru,Karnataka,Business,152850.77,900,2020-09-07
701510,Swathi Kumar,1976-12-20,F,MJFUI6635W,7216766389,Delhi,Delhi,Salaried,169094.44,525,2023-11-28
701511,Ilango Nambiar,1966-01-08,M,GUYKX0344H,9148822572,Ranchi,Jharkhand,Government Employee,131211.08,568,2018-01-21
701512,Farooq Joshi,2005-02-27,M,GODMZ8028C,8924630462,Lucknow,Uttar Pradesh,Government Employee,135282.62,-1,2012-02-01
701513,Usha Joshi,1959-08-17,F,ZFNFN6316K,8489495026,Hyderabad,Telangana,Salaried,115883.12,656,2016-04-08
701514,Latha Perumal,1990-10-12,F,CRNCN0202X,9422614679,Patna,Bihar,Self Employed,16873.53,835,2024-11-15
701515,Anjali Das,1986-12-28,F,JYHVG0701S,6101890218,Bengaluru,Karnataka,Self Employed,211342.79,-1,2021-04-07
701516,Rajini Venkatesan,1962-08-02,F,ZGTUX8211Q,6742934492,Delhi,Delhi,Self Employed,94180.8,777,2011-07-14
701517,Harish Shah,1957-11-05,M,GQRKY6929C,7043417360,Bhubaneswar,Odisha,Salaried,137653.69,701,2020-03-28
701518,Vivek Perumal,1993-01-08,M,GGFPE2981Z,9795119040,Surat,Gujarat,Salaried,107637.35,535,2016-10-07
701519,Dinesh Gupta,1994-02-02,M,BHMTX6242H,6132704110,Madurai,Tamil Nadu,Self Employed,61698.82,589,2015-01-27
701520,Farooq Kulkarni,2002-08-31,M,WGVPB8825F,7730755649,Bhubaneswar,Odisha,Professional,445975.85,415,2017-02-07
701521,Chitra Perumal,1974-09-01,F,KDZZT6924A,8384377625,Delhi,Delhi,Salaried,155499.13,524,2012-03-26
701522,Shankar Nair,1982-10-28,M,UBVFU0800I,7073640478,Patna,Bihar,Salaried,72601.09,710,2011-02-26
701523,Neha Tiwari,2000-10-08,F,CSGXW4588C,6962305312,Chennai,Tamil Nadu,Business,369546.82,745,2014-07-30
701524,Rahul Menon,1962-05-06,M,RFDLF6325D,9121323352,Chennai,Tamil Nadu,Salaried,160569.63,546,2014-09-12
701525,Anand Nair,1968-02-06,M,KELBI6005N,8952815544,Chandigarh,Chandigarh,Salaried,74491.19,680,2018-02-28
701526,Rajesh Pandey,1968-11-07,M,YZVQO1067G,8369655403,Hyderabad,Telangana,Self Employed,180674.65,824,2014-03-27
701527,Farooq Pandey,1977-04-19,M,OYJUW2855N,9390406936,Ranchi,Jharkhand,Self Employed,62977.73,685,2022-07-01
701528,Neha Iyer,1990-02-14,F,VQWMA6835K,7428915990,Kolkata,West Bengal,Professional,46072.85,641,2023-04-13
701529,Vivek Saha,2002-01-31,M,QOOFZ7358L,6996058167,Kolkata,West Bengal,Business,390365.8,728,2018-08-18
701530,Tara Ghosh,1958-11-08,F,RXFIX8129U,9418040211,Kolkata,West Bengal,Salaried,135626.38,720,2011-03-16
701531,Senthil Dutta,1972-02-16,M,CBUDC8528P,7983121571,Kochi,Kerala,Farmer,12120.52,678,2016-06-01
701532,Ashok Sharma,1988-04-11,M,OZUNL4504D,8406004919,Mumbai,Maharashtra,Government Employee,57671.98,619,2012-08-26
701533,Rekha Chauhan,1986-12-15,F,IZARF4847L,8692425527,Hyderabad,Telangana,Self Employed,254480.13,630,2014-09-06
701534,Vivek Raman,1960-08-27,M,ESJSV5143S,6832764862,Mumbai,Maharashtra,Salaried,146398.92,679,2012-08-13
701535,Aishwarya Nair,1976-10-27,F,OQQTN2706O,8679980202,Ahmedabad,Gujarat,Business,305912.67,618,2018-09-19
701536,Abhishek Jadhav,1987-11-08,M,CUYFN1980O,6912244971,Delhi,Delhi,Salaried,102179.38,797,2021-06-15
701537,Nandhini Rana,1992-06-04,F,HIHKO3366A,9468115864,Surat,Gujarat,Farmer,51033.5,755,2011-02-27
701538,Anitha Raman,1962-09-19,F,AHTJQ8920N,6806394589,Delhi,Delhi,Government Employee,113349.46,773,2016-11-30
701539,Kiran Mukherjee,1995-01-25,F,KZYWX6384Z,9847186875,Hyderabad,Telangana,Business,371780.16,863,2022-09-10
701540,Arjun Joshi,1982-06-08,M,XCBXN7023S,7768710085,Mumbai,Maharashtra,Professional,150510.87,820,2010-08-18
701541,Rakesh Patel,1963-02-24,M,TOANQ7736P,7351988046,Hyderabad,Telangana,Business,280482.44,805,2022-07-31
701542,Padma Murugan,1995-09-28,F,EKVKR2404C,6396829203,Ranchi,Jharkhand,Self Employed,268797.26,705,2020-04-23
701543,Tara Chauhan,1983-07-07,F,IGUGB2395Y,7232209240,Bengaluru,Karnataka,Retired,24288.81,652,2023-09-08
701544,Rohit Bose,1979-08-09,M,CQHSI5851T,8302844551,Patna,Bihar,Salaried,170132.57,889,2025-06-20
701545,Yogesh Roy,1992-10-15,M,OEROH1359W,8756807142,Mumbai,Maharashtra,Self Employed,231590.73,606,2014-04-18
701546,Vijay Banerjee,1980-05-19,M,GHKYY5556O,9497556490,Pune,Maharashtra,Salaried,76541.63,611,2013-07-11
701547,Sneha Subramaniam,1971-06-06,F,ZYLRO9049C,7193261532,Delhi,Delhi,Business,285540.93,587,2010-08-02
701548,Shanthi Venkatesan,1998-02-02,F,WTLGO6118M,9785430098,Delhi,Delhi,Salaried,170055.48,690,2012-07-08
701549,Divya Nambiar,1997-10-13,F,IEMIR7095Y,7769972183,Delhi,Delhi,Salaried,126439.93,710,2021-01-13
701550,Bharath Naidu,2000-07-13,M,LSPWI2538O,9611256312,Bengaluru,Karnataka,Salaried,73193.18,768,2013-09-02
701551,Yogesh Kumar,1994-10-30,M,URWXX8358F,7749384824,Patna,Bihar,Government Employee,113732.87,649,2011-01-12
701552,Pooja Iyengar,1961-03-12,F,VZFMM0579H,8977349603,Kanpur,Uttar Pradesh,Salaried,128619.59,-1,2015-06-03
701553,Ajay Chelladurai,1974-06-18,M,WSCEJ3253M,9523849657,Lucknow,Uttar Pradesh,Retired,48966.15,505,2018-11-02
701554,Lavanya Jadhav,1972-10-16,F,OOARS5451T,9737563110,Chandigarh,Chandigarh,Salaried,78976.37,700,2018-05-12
701555,Rakesh Dutta,1958-05-21,M,YZWSZ6763F,7555768542,Ranchi,Jharkhand,Farmer,49368.82,762,2011-07-10
701556,Nithya Perumal,1966-10-11,F,PLNKI3673A,6809805338,Ahmedabad,Gujarat,Retired,76179.34,673,2010-05-01
701557,Madhavi Chowdhury,1961-01-28,F,VPHJN5949Z,9338213992,Delhi,Delhi,Salaried,136193.33,657,2010-09-02
701558,Chandran Perumal,1963-01-18,M,LRLZM3657Q,6388746567,Madurai,Tamil Nadu,Business,126441.83,723,2012-05-09
701559,Vivek Tiwari,2001-12-13,M,VEYHG1780M,6715637789,Chennai,Tamil Nadu,Professional,100375.86,806,2010-08-31
701560,Harish Rana,1989-05-13,M,MIANE1990E,6701090605,Ahmedabad,Gujarat,Professional,233270.77,664,2012-10-15
701561,Vikram Dutta,1991-08-17,M,AZZWW0197V,8662587788,Kolkata,West Bengal,Salaried,162666.46,535,2023-12-24
701562,Ganesh Venkatesan,1964-03-16,M,FYBME4446Q,6726750217,Coimbatore,Tamil Nadu,Professional,224599.64,616,2021-07-27
701563,Gopal Nair,1969-07-26,M,OFXKS1197B,8301772761,Chennai,Tamil Nadu,Business,270015.24,654,2013-08-21
701564,Vikram Naidu,1986-12-21,M,RVKSH2088N,7343072872,Delhi,Delhi,Salaried,154560.5,499,2010-06-19
701565,Rekha Joshi,1964-09-14,F,MZOTG1163S,6023814361,Chennai,Tamil Nadu,Professional,265863.43,743,2018-03-06
701566,Rohit Thakur,1985-10-20,M,WVGWC0873N,6852985939,Coimbatore,Tamil Nadu,Self Employed,149001.94,597,2023-06-25
701567,Sneha Deshmukh,2002-08-30,F,MRXUD7537F,9119405444,Hyderabad,Telangana,Self Employed,69452.87,718,2024-06-29
701568,Senthil Pandey,1966-05-11,M,GFXJH1753I,9766714237,Bengaluru,Karnataka,Government Employee,64153.85,688,2022-05-24
701569,Rekha Desai,1977-12-17,F,QPGZU4534U,7473321856,Bengaluru,Karnataka,Salaried,94637.08,640,2013-08-02
701570,Usha Roy,2002-12-18,F,CXKDP1058V,9358186783,Delhi,Delhi,Government Employee,120172.5,824,2017-08-20
701571,Rakesh Chowdhury,1964-12-01,M,DSRDC4506Z,9496089870,Ranchi,Jharkhand,Salaried,31831.88,616,2015-03-27
701572,Shankar Yadav,2001-07-12,M,DHKKC4465B,9685416316,Bhubaneswar,Odisha,Salaried,81529.33,606,2011-10-24
701573,Sunil Murugan,1978-01-24,M,CFOML7784W,8567666592,Kolkata,West Bengal,Salaried,29235.71,698,2011-11-02
701574,Kalpana Perumal,1982-02-26,F,PLIPQ4121X,6707439465,Chandigarh,Chandigarh,Farmer,17054.02,749,2014-01-24
701575,Rohit Sen,1976-07-01,M,TZFGW5554N,6983977396,Delhi,Delhi,Salaried,76238.08,669,2018-11-28
701576,Padma Kulkarni,1960-05-18,F,LGHOM8423D,6242672465,Kanpur,Uttar Pradesh,Professional,220981.9,576,2017-04-29
701577,Rajini Sen,1984-10-13,F,NYSIK9902E,6093573758,Bhubaneswar,Odisha,Salaried,163729.22,735,2024-12-16
701578,Selvi Bhat,1956-08-15,F,YIYQY0972T,6386463932,Lucknow,Uttar Pradesh,Professional,93971.66,727,2016-05-18
701579,Shanthi Chauhan,1971-06-02,F,OPNVC7093E,9306872789,Nashik,Maharashtra,Salaried,132271.29,867,2014-11-13
701580,Malathi Rao,1984-05-20,F,NNMBX7660H,7795076796,Bhubaneswar,Odisha,Business,59036.19,649,2023-12-08
701581,Dinesh Sharma,1985-07-26,M,ULKWB2663P,9462382141,Jaipur,Rajasthan,Professional,205749.2,690,2018-09-13
701582,Lakshmi Shah,1979-07-02,F,NRPMQ6920R,8949907552,Bengaluru,Karnataka,Salaried,97671.09,616,2017-05-17
701583,Dilip Chowdhury,1966-08-09,M,GMJSU3408T,6072624695,Bhubaneswar,Odisha,Business,286120.8,528,2013-12-11
701584,Lavanya Banerjee,1968-01-01,F,DWKWQ0099R,9938963121,Nashik,Maharashtra,Self Employed,207558.42,677,2012-12-12
701585,Usha Reddy,1960-04-17,F,PRTEH6501Z,7981715990,Kolkata,West Bengal,Salaried,22450.18,750,2012-10-12
701586,Tara Jadhav,1968-01-24,F,HCYKD5580W,9107926804,Bhubaneswar,Odisha,Salaried,55143.3,-1,2016-12-15
701587,Devi Chelladurai,1964-03-18,F,ZGEXF1835E,6798302285,Kolkata,West Bengal,Self Employed,128583.42,573,2019-03-20
701588,Farooq Nambiar,1974-03-23,M,TNJOB2987Y,8335352820,Surat,Gujarat,Self Employed,206030.23,605,2013-06-15
701589,Sathish Nair,1983-06-06,M,ACHZW0762L,9585914913,Mumbai,Maharashtra,Salaried,92716.21,558,2013-12-29
701590,Rekha Kumar,1985-08-22,F,XZWGB7623Z,9386159517,Mumbai,Maharashtra,Self Employed,85423.24,797,2018-12-21
701591,Divya Sharma,1984-12-09,F,ZCEYY3603V,6455215240,Coimbatore,Tamil Nadu,Farmer,40927.68,609,2024-12-05
701592,Ilango Nair,1984-12-10,M,OTTFV0735A,8567381177,Surat,Gujarat,Salaried,155853.16,725,2011-10-08
701593,Priya Mishra,1989-05-06,F,FKOPR2672V,6908091673,Chennai,Tamil Nadu,Government Employee,57925.38,587,2014-08-05
